thinkBack: Stock quote and option quote for SPX on 7/23/16 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,,,,,,,,,,,,,,,,,,,,,,,,,
Last,Net Chng,Volume,Open,High,Low,,,,,,,,,,,,,,,,,,,,
2175.03,9.86,0,2166.47,2175.11,2163.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22 JUL 16  (-1)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,483.20,506.00,2 SEP 16,1675,0.55,0.65,32.10%,99.00%,-0.01,0.00,-0.06,0.15,0,219,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,478.20,501.20,2 SEP 16,1680,0.55,0.70,31.93%,98.96%,-0.01,0.00,-0.06,0.16,0,200,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,468.20,491.10,2 SEP 16,1690,0.60,0.70,31.42%,98.91%,-0.01,0.00,-0.06,0.17,0,200,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,458.30,481.00,2 SEP 16,1700,0.60,0.75,30.91%,98.86%,-0.01,0.00,-0.06,0.17,0,356,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,448.30,471.30,2 SEP 16,1710,0.65,0.85,30.66%,98.74%,-0.01,0.00,-0.07,0.19,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,438.40,461.10,2 SEP 16,1720,0.70,0.85,30.12%,98.69%,-0.01,0.00,-0.07,0.20,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,433.40,456.10,2 SEP 16,1725,0.70,0.85,29.79%,98.68%,-0.01,0.00,-0.07,0.20,1,125,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,428.40,451.40,2 SEP 16,1730,0.75,0.85,29.58%,98.64%,-0.01,0.00,-0.07,0.21,6,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,418.50,441.30,2 SEP 16,1740,0.80,0.90,29.15%,98.55%,-0.01,0.00,-0.07,0.22,6,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,413.50,436.20,2 SEP 16,1745,0.80,0.95,28.93%,98.51%,-0.01,0.00,-0.08,0.22,0,43,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,408.50,431.50,2 SEP 16,1750,0.85,0.95,28.71%,98.47%,-0.01,0.00,-0.08,0.23,6,47,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,403.50,426.50,2 SEP 16,1755,0.85,1.00,28.48%,98.42%,-0.01,0.00,-0.08,0.24,0,51,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,398.60,421.50,2 SEP 16,1760,0.90,1.00,28.25%,98.38%,-0.01,0.00,-0.08,0.24,7,91,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,393.60,416.50,2 SEP 16,1765,0.90,1.05,28.02%,98.33%,-0.01,0.00,-0.08,0.25,0,100,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,388.60,411.60,2 SEP 16,1770,0.95,1.05,27.78%,98.28%,-0.01,0.00,-0.08,0.26,0,201,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,383.70,406.50,2 SEP 16,1775,0.95,1.20,27.73%,98.17%,-0.01,0.00,-0.09,0.27,39,"1,112",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,378.70,401.40,2 SEP 16,1780,1.00,1.15,27.39%,98.15%,-0.01,0.00,-0.09,0.27,0,62,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,373.70,396.70,2 SEP 16,1785,1.05,1.15,27.14%,98.11%,-0.02,0.00,-0.09,0.28,0,85,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,368.80,391.50,2 SEP 16,1790,1.05,1.20,26.90%,98.06%,-0.02,0.00,-0.09,0.29,0,28,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,363.80,386.80,2 SEP 16,1795,1.10,1.25,26.73%,97.97%,-0.02,0.00,-0.09,0.30,5,109,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,228,358.90,381.60,2 SEP 16,1800,1.15,1.30,26.55%,97.89%,-0.02,0.00,-0.10,0.31,6,643,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,353.90,376.60,2 SEP 16,1805,1.20,1.30,26.29%,97.84%,-0.02,0.00,-0.10,0.32,5,90,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,348.90,371.90,2 SEP 16,1810,1.20,1.35,26.02%,97.79%,-0.02,0.00,-0.10,0.33,0,29,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,344.00,366.80,2 SEP 16,1815,1.25,1.40,25.84%,97.70%,-0.02,0.00,-0.10,0.34,0,12,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,339.00,362.00,2 SEP 16,1820,1.30,1.45,25.64%,97.61%,-0.02,0.00,-0.11,0.35,5,166,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,334.10,357.00,2 SEP 16,1825,1.35,1.50,25.44%,97.53%,-0.02,0.00,-0.11,0.36,40,79,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,329.10,352.10,2 SEP 16,1830,1.40,1.55,25.23%,97.44%,-0.02,0.00,-0.11,0.37,7,99,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,324.20,347.00,2 SEP 16,1835,1.45,1.60,25.01%,97.35%,-0.02,0.00,-0.11,0.38,1,52,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,12,319.20,342.20,2 SEP 16,1840,1.50,1.65,24.80%,97.26%,-0.02,0.00,-0.12,0.40,0,25,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,314.30,337.20,2 SEP 16,1845,1.55,1.70,24.57%,97.17%,-0.02,0.00,-0.12,0.41,0,601,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,107,309.40,332.40,2 SEP 16,1850,1.60,1.75,24.34%,97.07%,-0.02,0.00,-0.12,0.42,6,645,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,304.40,327.30,2 SEP 16,1855,1.65,1.85,24.17%,96.95%,-0.03,0.00,-0.13,0.44,10,19,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,299.50,322.40,2 SEP 16,1860,1.70,1.90,23.93%,96.85%,-0.03,0.00,-0.13,0.45,31,23,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,294.60,317.50,2 SEP 16,1865,1.80,1.95,23.74%,96.72%,-0.03,0.00,-0.13,0.47,17,115,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,289.60,312.50,2 SEP 16,1870,1.85,2.05,23.55%,96.59%,-0.03,0.00,-0.14,0.48,31,46,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,284.70,307.60,2 SEP 16,1875,1.90,2.10,23.30%,96.49%,-0.03,0.00,-0.14,0.50,32,40,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,28,279.80,302.70,2 SEP 16,1880,2.00,2.15,23.09%,96.36%,-0.03,0.00,-0.14,0.51,25,52,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,73,274.90,297.80,2 SEP 16,1885,2.05,2.25,22.87%,96.22%,-0.03,0.00,-0.14,0.53,19,51,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,55,270.00,292.80,2 SEP 16,1890,2.15,2.30,22.66%,96.08%,-0.03,0.00,-0.15,0.55,20,"8,634",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,100,265.00,287.90,2 SEP 16,1895,2.20,2.40,22.43%,95.94%,-0.03,0.00,-0.15,0.56,12,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,274,260.10,283.00,2 SEP 16,1900,2.30,2.50,22.24%,95.77%,-0.04,0.00,-0.16,0.58,6,"9,654",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,255.20,278.10,2 SEP 16,1905,2.40,2.55,22.00%,95.62%,-0.04,0.00,-0.16,0.60,7,15,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,250.30,273.20,2 SEP 16,1910,2.50,2.65,21.80%,95.44%,-0.04,0.00,-0.16,0.62,0,26,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,245.40,268.10,2 SEP 16,1915,2.55,2.75,21.55%,95.29%,-0.04,0.00,-0.17,0.64,0,31,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,240.50,263.20,2 SEP 16,1920,2.65,2.85,21.34%,95.11%,-0.04,0.00,-0.17,0.66,0,19,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,235.60,258.60,2 SEP 16,1925,2.75,3.00,21.15%,94.89%,-0.04,0.00,-0.18,0.69,0,"2,735",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,230.80,253.60,2 SEP 16,1930,2.90,3.10,20.96%,94.67%,-0.05,0.00,-0.18,0.71,0,"9,090",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,225.90,248.70,2 SEP 16,1935,3.00,3.20,20.72%,94.48%,-0.05,0.00,-0.18,0.74,7,187,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,221.00,243.90,2 SEP 16,1940,3.10,3.40,20.54%,94.22%,-0.05,0.00,-0.19,0.76,0,59,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,55,216.10,239.00,2 SEP 16,1945,3.20,3.50,20.29%,94.02%,-0.05,0.00,-0.19,0.79,0,203,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,39,211.30,234.20,2 SEP 16,1950,3.40,3.60,20.10%,93.76%,-0.05,0.00,-0.20,0.82,4,"1,054",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,206.40,229.40,2 SEP 16,1955,3.50,3.80,19.89%,93.49%,-0.06,0.00,-0.20,0.85,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,205.60,221.60,2 SEP 16,1960,3.70,3.90,19.68%,93.22%,-0.06,0.00,-0.21,0.88,0,"1,695",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,200.80,215.70,2 SEP 16,1965,3.80,4.10,19.46%,92.94%,-0.06,0.00,-0.21,0.91,0,155,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,195.90,210.90,2 SEP 16,1970,4.00,4.30,19.28%,92.60%,-0.07,0.00,-0.22,0.94,4,"1,645",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,17,197.30,198.90,2 SEP 16,1975,4.20,4.40,19.05%,92.31%,-0.07,0.00,-0.23,0.97,0,"3,640",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,17,192.30,194.00,2 SEP 16,1980,4.30,4.60,18.80%,92.01%,-0.07,0.00,-0.23,1.00,0,"1,545",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,187.50,189.20,2 SEP 16,1985,4.50,4.80,18.59%,91.65%,-0.07,0.00,-0.24,1.04,0,"1,944",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,182.90,184.40,2 SEP 16,1990,4.70,5.00,18.38%,91.29%,-0.08,0.00,-0.24,1.07,11,398,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,178.10,179.60,2 SEP 16,1995,4.90,5.20,18.15%,90.91%,-0.08,0.00,-0.25,1.11,0,"1,706",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,173.30,174.90,2 SEP 16,2000,5.20,5.50,18.01%,90.42%,-0.09,0.00,-0.26,1.16,10,"10,995",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,4,168.60,170.10,2 SEP 16,2005,5.40,5.70,17.76%,90.03%,-0.09,0.00,-0.26,1.19,4,"1,141",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,4,163.90,165.40,2 SEP 16,2010,5.60,6.00,17.55%,89.58%,-0.09,0.00,-0.27,1.24,11,50,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,159.10,160.60,2 SEP 16,2015,5.90,6.30,17.36%,89.06%,-0.10,0.00,-0.27,1.28,8,"8,613",,
,,13.44%,6.07%,0.98,0.00,-0.04,0.35,0,0,154.40,155.90,2 SEP 16,2020,6.20,6.60,17.16%,88.53%,-0.10,0.00,-0.28,1.33,1,17,,
,,13.76%,7.22%,0.96,0.00,-0.06,0.53,0,1,149.70,151.20,2 SEP 16,2025,6.50,6.80,16.91%,88.05%,-0.11,0.00,-0.29,1.37,0,138,,
,,13.96%,8.29%,0.95,0.00,-0.08,0.69,0,0,145.10,146.50,2 SEP 16,2030,6.80,7.20,16.72%,87.45%,-0.11,0.00,-0.29,1.42,15,18,,
,,13.98%,9.15%,0.94,0.00,-0.09,0.80,0,2,140.40,141.80,2 SEP 16,2035,7.10,7.50,16.49%,86.89%,-0.12,0.00,-0.30,1.47,1,235,,
,,14.05%,10.15%,0.93,0.00,-0.11,0.92,0,0,135.80,137.20,2 SEP 16,2040,7.50,7.90,16.31%,86.22%,-0.13,0.00,-0.31,1.53,32,91,,
,,14.06%,11.11%,0.92,0.00,-0.12,1.03,0,0,131.20,132.60,2 SEP 16,2045,7.90,8.20,16.08%,85.58%,-0.13,0.00,-0.32,1.58,1,220,,
,,14.02%,12.03%,0.91,0.00,-0.14,1.13,0,9,126.60,128.00,2 SEP 16,2050,8.30,8.60,15.87%,84.87%,-0.14,0.00,-0.32,1.63,57,"2,526",,
,,13.94%,12.94%,0.90,0.00,-0.15,1.23,0,0,122.00,123.40,2 SEP 16,2055,8.70,9.10,15.67%,84.10%,-0.15,0.00,-0.33,1.69,5,21,,
,,13.86%,13.92%,0.89,0.00,-0.16,1.32,0,1,117.50,118.80,2 SEP 16,2060,9.10,9.60,15.46%,83.31%,-0.15,0.00,-0.34,1.75,11,"9,104",,
,,13.78%,14.96%,0.88,0.00,-0.17,1.42,0,0,113.00,114.30,2 SEP 16,2065,9.60,10.00,15.23%,82.51%,-0.16,0.00,-0.35,1.81,11,23,,
,,13.67%,15.99%,0.87,0.00,-0.18,1.52,0,2,108.50,109.80,2 SEP 16,2070,10.10,10.50,15.01%,81.64%,-0.17,0.00,-0.35,1.87,12,237,,
,,13.57%,17.09%,0.86,0.00,-0.20,1.61,0,"1,162",104.10,105.30,2 SEP 16,2075,10.60,11.10,14.81%,80.70%,-0.18,0.00,-0.36,1.93,3,"1,265",,
,,13.40%,18.14%,0.85,0.00,-0.21,1.70,0,7,99.50,100.90,2 SEP 16,2080,11.20,11.70,14.61%,79.69%,-0.19,0.00,-0.37,2.00,9,37,,
,,13.26%,19.31%,0.84,0.00,-0.22,1.79,0,30,95.10,96.50,2 SEP 16,2085,11.80,12.30,14.39%,78.66%,-0.20,0.00,-0.38,2.06,6,19,,
,,13.18%,20.64%,0.82,0.00,-0.23,1.89,0,1,90.90,92.20,2 SEP 16,2090,12.50,12.90,14.18%,77.56%,-0.21,0.00,-0.38,2.12,6,31,,
,,13.03%,21.94%,0.81,0.00,-0.24,1.98,0,0,86.70,87.80,2 SEP 16,2095,13.20,13.60,13.97%,76.40%,-0.22,0.00,-0.39,2.19,1,8,,
,,12.91%,23.34%,0.79,0.00,-0.25,2.07,3,10,82.50,83.60,2 SEP 16,2100,13.90,14.40,13.77%,75.16%,-0.23,0.00,-0.40,2.26,3,181,,
,,12.76%,24.77%,0.78,0.00,-0.26,2.16,0,32,78.30,79.40,2 SEP 16,2105,14.70,15.20,13.56%,73.86%,-0.25,0.00,-0.40,2.32,13,16,,
,,12.55%,26.18%,0.76,0.00,-0.27,2.24,0,7,74.00,75.20,2 SEP 16,2110,15.50,16.00,13.33%,72.52%,-0.26,0.00,-0.41,2.39,5,86,,
,,12.39%,27.74%,0.75,0.00,-0.28,2.32,0,10,69.90,71.10,2 SEP 16,2115,16.40,17.00,13.14%,71.03%,-0.27,0.00,-0.42,2.45,2,25,,
,,12.26%,29.44%,0.73,0.00,-0.28,2.41,0,20,66.00,67.10,2 SEP 16,2120,17.30,17.90,12.91%,69.54%,-0.29,0.00,-0.42,2.52,2,88,,
,,12.09%,31.17%,0.71,0.00,-0.29,2.49,0,6,62.10,63.10,2 SEP 16,2125,18.40,19.00,12.72%,67.89%,-0.30,0.00,-0.43,2.58,3,47,,
,,11.92%,32.97%,0.69,0.00,-0.30,2.56,4,12,58.20,59.20,2 SEP 16,2130,19.40,20.20,12.51%,66.19%,-0.32,0.00,-0.43,2.64,32,106,,
,,11.71%,34.81%,0.68,0.00,-0.30,2.63,0,"8,612",54.30,55.30,2 SEP 16,2135,20.60,21.30,12.30%,64.42%,-0.34,0.00,-0.44,2.70,0,9,,
,,11.54%,36.82%,0.65,0.00,-0.31,2.70,1,5,50.60,51.60,2 SEP 16,2140,21.80,22.60,12.09%,62.54%,-0.36,0.00,-0.44,2.75,17,51,,
,,11.36%,38.89%,0.63,0.00,-0.31,2.75,0,47,47.00,47.90,2 SEP 16,2145,23.20,23.90,11.88%,60.57%,-0.38,0.00,-0.44,2.80,0,0,,
,,11.11%,40.99%,0.61,0.00,-0.31,2.81,10,"10,533",43.30,44.10,2 SEP 16,2150,24.60,25.30,11.66%,58.51%,-0.40,0.00,-0.44,2.84,17,"1,527",,
,,10.92%,43.27%,0.59,0.01,-0.31,2.85,0,38,39.80,40.70,2 SEP 16,2155,26.10,26.90,11.46%,56.35%,-0.42,0.00,-0.44,2.88,0,3,,
,,10.73%,45.64%,0.56,0.01,-0.31,2.89,1,101,36.50,37.30,2 SEP 16,2160,27.70,28.60,11.25%,54.09%,-0.44,0.00,-0.44,2.90,3,14,,
,,10.54%,48.11%,0.54,0.01,-0.31,2.91,29,187,33.20,34.10,2 SEP 16,2165,29.50,30.30,11.05%,51.73%,-0.47,0.00,-0.44,2.92,5,2,,
,,10.34%,50.67%,0.51,0.01,-0.31,2.92,53,164,30.10,30.90,2 SEP 16,2170,31.30,32.20,10.84%,49.29%,-0.49,0.01,-0.44,2.93,52,12,,
,,10.14%,53.32%,0.48,0.01,-0.30,2.92,40,"9,074",27.10,27.90,2 SEP 16,2175,33.30,34.30,10.65%,46.77%,-0.52,0.01,-0.43,2.93,"1,106",48,,
,,9.96%,56.05%,0.46,0.01,-0.30,2.91,6,358,24.30,25.10,2 SEP 16,2180,35.40,36.40,10.44%,44.16%,-0.54,0.01,-0.43,2.91,0,35,,
,,9.79%,58.84%,0.43,0.01,-0.29,2.88,7,293,21.70,22.40,2 SEP 16,2185,37.70,38.80,10.26%,41.50%,-0.57,0.01,-0.42,2.89,20,4,,
,,9.60%,61.69%,0.40,0.01,-0.28,2.83,31,"9,130",19.20,19.80,2 SEP 16,2190,40.20,41.30,10.09%,38.80%,-0.60,0.01,-0.41,2.84,0,5,,
,,9.42%,64.57%,0.37,0.01,-0.27,2.77,7,386,16.80,17.50,2 SEP 16,2195,42.80,44.00,9.92%,36.08%,-0.62,0.01,-0.40,2.79,0,1,,
,,9.26%,67.44%,0.34,0.01,-0.26,2.69,22,"9,235",14.70,15.30,2 SEP 16,2200,45.60,46.90,9.77%,33.36%,-0.65,0.01,-0.39,2.71,0,4,,
,,9.10%,70.31%,0.31,0.01,-0.25,2.59,8,286,12.70,13.30,2 SEP 16,2205,48.50,49.90,9.61%,30.62%,-0.68,0.01,-0.38,2.62,0,0,,
,,8.97%,73.08%,0.28,0.01,-0.23,2.48,20,298,11.00,11.50,2 SEP 16,2210,51.70,53.20,9.50%,28.02%,-0.71,0.00,-0.37,2.52,0,8,,
,,8.83%,75.78%,0.25,0.00,-0.22,2.35,17,"2,820",9.40,9.90,2 SEP 16,2215,55.10,56.60,9.39%,25.48%,-0.73,0.00,-0.36,2.41,0,4,,
,,8.75%,78.29%,0.23,0.00,-0.21,2.22,24,"1,566",8.10,8.50,2 SEP 16,2220,58.60,60.30,9.32%,23.08%,-0.76,0.00,-0.34,2.29,0,1,,
,,8.67%,80.66%,0.20,0.00,-0.19,2.08,16,"1,719",6.90,7.30,2 SEP 16,2225,62.40,64.10,9.27%,20.87%,-0.78,0.00,-0.33,2.17,0,0,,
,,8.63%,82.80%,0.18,0.00,-0.18,1.94,64,295,5.90,6.30,2 SEP 16,2230,66.30,68.10,9.25%,18.82%,-0.80,0.00,-0.32,2.05,0,0,,
,,8.58%,84.81%,0.16,0.00,-0.16,1.79,4,369,5.00,5.40,2 SEP 16,2235,70.30,72.20,9.22%,16.88%,-0.82,0.00,-0.31,1.92,0,0,,
,,8.56%,86.60%,0.14,0.00,-0.15,1.65,59,154,4.30,4.60,2 SEP 16,2240,74.60,76.50,9.28%,15.29%,-0.84,0.00,-0.30,1.80,0,0,,
,,8.58%,88.14%,0.12,0.00,-0.14,1.52,13,70,3.70,4.00,2 SEP 16,2245,74.80,83.70,8.93%,12.79%,-0.86,0.00,-0.27,1.60,0,0,,
,,8.62%,89.48%,0.11,0.00,-0.13,1.40,30,"10,433",3.20,3.50,2 SEP 16,2250,79.20,88.20,8.97%,11.41%,-0.88,0.00,-0.26,1.48,0,0,,
,,8.65%,90.72%,0.10,0.00,-0.12,1.28,36,35,2.80,3.00,2 SEP 16,2255,83.70,92.70,9.00%,10.14%,-0.89,0.00,-0.25,1.37,0,1,,
,,8.72%,91.74%,0.09,0.00,-0.11,1.18,21,70,2.45,2.65,2 SEP 16,2260,88.40,97.30,9.10%,9.16%,-0.90,0.00,-0.24,1.27,0,0,,
,,8.80%,92.64%,0.08,0.00,-0.10,1.08,47,75,2.15,2.35,2 SEP 16,2265,93.10,102.00,9.22%,8.30%,-0.91,0.00,-0.23,1.18,0,0,,
,,8.90%,93.41%,0.07,0.00,-0.10,1.00,6,94,1.90,2.10,2 SEP 16,2270,97.80,106.80,9.35%,7.55%,-0.92,0.00,-0.23,1.11,0,0,,
,,8.99%,94.11%,0.06,0.00,-0.09,0.92,65,"2,859",1.70,1.85,2 SEP 16,2275,102.10,111.60,9.26%,6.43%,-0.93,0.00,-0.21,0.98,0,0,,
,,9.11%,94.68%,0.06,0.00,-0.08,0.85,5,25,1.50,1.70,2 SEP 16,2280,106.90,116.90,9.65%,6.34%,-0.93,0.00,-0.22,0.97,0,0,,
,,9.24%,95.18%,0.05,0.00,-0.08,0.79,1,10,1.35,1.55,2 SEP 16,2285,109.30,124.30,9.87%,5.96%,-0.93,0.00,-0.21,0.93,0,0,,
,,9.38%,95.61%,0.05,0.00,-0.07,0.73,0,34,1.25,1.40,2 SEP 16,2290,114.10,129.20,10.03%,5.50%,-0.94,0.00,-0.21,0.87,0,0,,
,,9.68%,96.31%,0.04,0.00,-0.07,0.64,1,"5,539",1.05,1.20,2 SEP 16,2300,124.20,139.00,10.62%,5.12%,-0.94,0.00,-0.21,0.83,0,0,,
,,10.44%,97.53%,0.03,0.00,-0.05,0.46,2,2,0.70,0.85,2 SEP 16,2325,148.60,163.60,11.47%,3.65%,-0.96,0.00,-0.19,0.64,0,0,,
,,11.39%,98.13%,0.02,0.00,-0.05,0.37,0,59,0.50,0.75,2 SEP 16,2350,173.60,188.40,12.77%,3.13%,-0.96,0.00,-0.19,0.57,0,0,,
,,12.08%,98.69%,0.01,0.00,-0.04,0.28,0,6,0.40,0.50,2 SEP 16,2375,198.50,213.80,14.47%,3.12%,-0.96,0.00,-0.20,0.57,0,0,,
,,12.96%,98.97%,0.01,0.00,-0.03,0.23,6,36,0.25,0.50,2 SEP 16,2400,219.40,242.60,15.60%,2.68%,-0.97,0.00,-0.20,0.51,0,0,,
,,13.85%,99.15%,0.01,0.00,-0.03,0.19,0,0,0.20,0.45,2 SEP 16,2425,244.30,267.60,16.87%,2.44%,-0.97,0.00,-0.20,0.48,0,0,,
,,14.32%,99.42%,0.01,0.00,-0.02,0.14,0,1,0.15,0.30,2 SEP 16,2450,269.20,292.50,17.98%,2.17%,-0.97,0.00,-0.20,0.43,0,0,,
,,15.41%,99.69%,0.00,0.00,-0.01,0.08,0,139,0.05,0.20,2 SEP 16,2500,319.10,342.30,20.21%,1.79%,-0.98,0.00,-0.19,0.38,0,0,,
,,15.91%,99.87%,0.00,0.00,-0.01,0.04,0,11,0,0.10,2 SEP 16,2550,368.90,391.70,21.44%,1.20%,-0.98,0.00,-0.17,0.27,0,0,,
,,17.63%,99.89%,0.00,0.00,-0.01,0.03,0,0,0,0.10,2 SEP 16,2600,418.70,441.70,23.45%,1.04%,-0.98,0.00,-0.17,0.24,0,0,,
,,18.27%,99.94%,0.00,0.00,0.00,0.02,0,0,0,0.05,2 SEP 16,2650,468.50,491.60,25.13%,0.85%,-0.99,0.00,-0.16,0.21,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
9 SEP 16  (48)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1855.70,1878.20,9 SEP 16,300,0,0.05,154.31%,99.94%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1755.80,1778.30,9 SEP 16,400,0,0.05,131.80%,99.94%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1655.90,1678.60,9 SEP 16,500,0,0.05,114.61%,99.95%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1556.00,1578.70,9 SEP 16,600,0,0.10,105.61%,99.91%,0.00,0.00,-0.01,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1456.10,1478.80,9 SEP 16,700,0,0.10,93.28%,99.92%,0.00,0.00,-0.01,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1356.10,1378.90,9 SEP 16,800,0,0.05,78.63%,99.96%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1256.20,1279.00,9 SEP 16,900,0,0.05,69.72%,99.95%,0.00,0.00,0.00,0.01,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1156.30,1179.10,9 SEP 16,1000,0,0.10,64.76%,99.92%,0.00,0.00,-0.01,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1056.40,1079.00,9 SEP 16,1100,0.05,0.10,58.98%,99.88%,0.00,0.00,-0.01,0.02,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,956.60,979.10,9 SEP 16,1200,0,0.15,51.80%,99.88%,0.00,0.00,-0.01,0.02,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,931.60,954.40,9 SEP 16,1225,0.05,0.15,51.30%,99.84%,0.00,0.00,-0.01,0.02,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,906.60,929.40,9 SEP 16,1250,0.05,0.15,49.59%,99.84%,0.00,0.00,-0.01,0.02,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,881.70,904.20,9 SEP 16,1275,0.05,0.20,48.84%,99.80%,0.00,0.00,-0.01,0.03,0,107,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,856.70,879.50,9 SEP 16,1300,0.05,0.20,47.18%,99.80%,0.00,0.00,-0.01,0.03,0,28,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,831.70,854.50,9 SEP 16,1325,0.10,0.20,46.29%,99.76%,0.00,0.00,-0.02,0.04,0,77,,
