thinkBack: Stock quote and option quote for SPX on 7/23/16 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,,,,,,,,,,,,,,,,,,,,,,,,,
Last,Net Chng,Volume,Open,High,Low,,,,,,,,,,,,,,,,,,,,
2175.03,9.86,0,2166.47,2175.11,2163.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22 JUL 16  (-1)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,2,380.80,404.30,5 AUG 16,1780,0.05,0.15,36.15%,99.73%,0.00,0.00,-0.03,0.03,0,160,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,375.80,399.30,5 AUG 16,1785,0.05,0.15,35.69%,99.73%,0.00,0.00,-0.03,0.03,0,222,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,370.80,394.30,5 AUG 16,1790,0.05,0.15,35.22%,99.72%,0.00,0.00,-0.03,0.03,0,281,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,365.90,389.50,5 AUG 16,1795,0.05,0.15,34.76%,99.72%,0.00,0.00,-0.03,0.03,0,183,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,360.90,384.50,5 AUG 16,1800,0.05,0.15,34.29%,99.72%,0.00,0.00,-0.03,0.03,11,"1,872",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,355.90,379.50,5 AUG 16,1805,0.05,0.15,33.83%,99.72%,0.00,0.00,-0.03,0.03,10,247,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,350.90,374.50,5 AUG 16,1810,0.10,0.15,34.11%,99.66%,0.00,0.00,-0.04,0.04,0,"2,845",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,345.90,369.50,5 AUG 16,1815,0.10,0.15,33.64%,99.65%,0.00,0.00,-0.04,0.04,0,241,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,340.90,364.40,5 AUG 16,1820,0.10,0.20,33.79%,99.59%,0.00,0.00,-0.05,0.04,0,287,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,335.90,359.40,5 AUG 16,1825,0.10,0.20,33.32%,99.59%,0.00,0.00,-0.05,0.04,0,614,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,330.90,354.40,5 AUG 16,1830,0.10,0.20,32.84%,99.58%,0.00,0.00,-0.05,0.04,0,165,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,325.80,349.50,5 AUG 16,1835,0.10,0.20,32.37%,99.58%,0.00,0.00,-0.05,0.05,0,218,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,320.90,344.40,5 AUG 16,1840,0.10,0.20,31.90%,99.57%,0.00,0.00,-0.05,0.05,0,"3,926",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,315.90,339.50,5 AUG 16,1845,0.10,0.20,31.43%,99.57%,0.00,0.00,-0.05,0.05,0,"6,348",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,310.90,334.40,5 AUG 16,1850,0.10,0.20,30.96%,99.56%,0.00,0.00,-0.05,0.05,5,"4,882",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,305.90,329.40,5 AUG 16,1855,0.10,0.25,30.99%,99.50%,0.00,0.00,-0.05,0.05,0,215,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,300.90,324.50,5 AUG 16,1860,0.10,0.30,30.96%,99.44%,0.00,0.00,-0.06,0.06,0,411,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,296.00,319.50,5 AUG 16,1865,0.15,0.25,30.48%,99.43%,0.00,0.00,-0.06,0.06,0,682,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,291.00,314.50,5 AUG 16,1870,0.15,0.25,30.00%,99.42%,0.00,0.00,-0.06,0.06,5,413,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,286.00,309.50,5 AUG 16,1875,0.15,0.25,29.52%,99.41%,0.00,0.00,-0.06,0.06,12,"6,964",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,281.00,304.50,5 AUG 16,1880,0.15,0.25,29.04%,99.41%,-0.01,0.00,-0.06,0.06,90,"1,859",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,275.90,299.50,5 AUG 16,1885,0.15,0.30,28.95%,99.34%,-0.01,0.00,-0.06,0.07,400,257,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,271.00,294.50,5 AUG 16,1890,0.15,0.30,28.46%,99.33%,-0.01,0.00,-0.06,0.07,102,433,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,266.00,289.50,5 AUG 16,1895,0.20,0.30,28.32%,99.26%,-0.01,0.00,-0.07,0.08,0,228,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,261.00,284.50,5 AUG 16,1900,0.20,0.30,27.84%,99.25%,-0.01,0.00,-0.07,0.08,31,"1,347",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,256.00,279.50,5 AUG 16,1905,0.20,0.30,27.35%,99.24%,-0.01,0.00,-0.07,0.08,0,264,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,251.00,274.50,5 AUG 16,1910,0.20,0.35,27.17%,99.17%,-0.01,0.00,-0.08,0.09,0,"3,322",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,246.00,269.50,5 AUG 16,1915,0.20,0.35,26.68%,99.16%,-0.01,0.00,-0.08,0.09,0,"1,796",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,241.10,264.50,5 AUG 16,1920,0.25,0.35,26.47%,99.09%,-0.01,0.00,-0.08,0.09,10,"2,149",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,35,236.10,259.50,5 AUG 16,1925,0.25,0.35,25.98%,99.07%,-0.01,0.00,-0.08,0.09,0,"4,688",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,231.10,254.50,5 AUG 16,1930,0.25,0.35,25.48%,99.06%,-0.01,0.00,-0.08,0.10,0,360,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,226.10,249.50,5 AUG 16,1935,0.25,0.40,25.24%,98.98%,-0.01,0.00,-0.09,0.10,0,"1,684",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,14,221.10,244.50,5 AUG 16,1940,0.30,0.40,24.98%,98.90%,-0.01,0.00,-0.09,0.11,47,441,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,216.10,239.50,5 AUG 16,1945,0.30,0.40,24.48%,98.89%,-0.01,0.00,-0.09,0.11,21,"5,056",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,3,211.10,234.80,5 AUG 16,1950,0.30,0.45,24.20%,98.81%,-0.01,0.00,-0.10,0.12,69,"5,200",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,206.20,229.80,5 AUG 16,1955,0.35,0.45,23.90%,98.72%,-0.01,0.00,-0.10,0.13,3,"2,570",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,19,201.20,224.80,5 AUG 16,1960,0.35,0.45,23.39%,98.70%,-0.01,0.00,-0.10,0.13,24,"7,943",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,28,200.20,215.80,5 AUG 16,1965,0.35,0.50,23.07%,98.62%,-0.01,0.00,-0.11,0.14,10,"1,215",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,117,195.20,210.80,5 AUG 16,1970,0.40,0.50,22.74%,98.53%,-0.01,0.00,-0.11,0.15,4,"6,106",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,101,190.10,205.80,5 AUG 16,1975,0.40,0.55,22.40%,98.44%,-0.01,0.00,-0.11,0.15,85,"8,215",,
,,--,0.00%,1.00,0.00,0.00,0.00,8,134,185.20,200.90,5 AUG 16,1980,0.45,0.55,22.04%,98.35%,-0.01,0.00,-0.12,0.16,3,"5,505",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,29,180.30,195.80,5 AUG 16,1985,0.45,0.55,21.52%,98.31%,-0.02,0.00,-0.12,0.16,38,200,,
,,--,0.00%,1.00,0.00,0.00,0.00,8,132,175.30,190.80,5 AUG 16,1990,0.50,0.60,21.30%,98.15%,-0.02,0.00,-0.13,0.18,11,529,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,12,170.30,185.90,5 AUG 16,1995,0.50,0.65,20.91%,98.05%,-0.02,0.00,-0.13,0.19,10,844,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,146,165.40,181.00,5 AUG 16,2000,0.55,0.65,20.52%,97.94%,-0.02,0.00,-0.14,0.20,310,"8,449",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,160.40,175.90,5 AUG 16,2005,0.60,0.70,20.23%,97.77%,-0.02,0.00,-0.14,0.21,10,"3,589",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,24,155.40,171.00,5 AUG 16,2010,0.60,0.75,19.81%,97.66%,-0.02,0.00,-0.15,0.22,11,391,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,8,150.50,166.00,5 AUG 16,2015,0.60,0.80,19.39%,97.54%,-0.02,0.00,-0.15,0.23,45,"2,411",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,154,145.40,161.00,5 AUG 16,2020,0.70,0.80,19.06%,97.35%,-0.02,0.00,-0.16,0.24,20,"5,461",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,231,140.60,156.00,5 AUG 16,2025,0.75,0.85,18.71%,97.16%,-0.03,0.00,-0.17,0.26,109,"17,242",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,62,135.60,151.00,5 AUG 16,2030,0.80,0.90,18.34%,96.96%,-0.03,0.00,-0.17,0.28,17,"1,440",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,130.70,146.30,5 AUG 16,2035,0.85,0.95,17.96%,96.75%,-0.03,0.00,-0.18,0.29,85,"1,227",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,229,125.70,141.30,5 AUG 16,2040,0.90,1.00,17.57%,96.53%,-0.03,0.00,-0.19,0.31,124,973,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,28,120.70,136.40,5 AUG 16,2045,1.00,1.10,17.31%,96.17%,-0.04,0.00,-0.20,0.34,44,657,,
,,--,0.00%,1.00,0.00,0.00,0.00,25,695,115.90,131.50,5 AUG 16,2050,1.05,1.15,16.88%,95.94%,-0.04,0.00,-0.21,0.35,"4,617","3,744",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,110.90,126.50,5 AUG 16,2055,1.15,1.25,16.57%,95.56%,-0.04,0.00,-0.22,0.38,65,182,,
,,--,0.00%,1.00,0.00,0.00,0.00,1,225,106.00,121.50,5 AUG 16,2060,1.25,1.35,16.23%,95.16%,-0.05,0.00,-0.23,0.41,96,"3,165",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,77,101.10,116.80,5 AUG 16,2065,1.35,1.45,15.87%,94.75%,-0.05,0.00,-0.24,0.44,82,583,,
,,--,0.00%,1.00,0.00,0.00,0.00,44,404,99.30,108.90,5 AUG 16,2070,1.45,1.55,15.48%,94.33%,-0.05,0.00,-0.26,0.47,31,"1,729",,
,,--,0.00%,1.00,0.00,0.00,0.00,43,520,94.40,104.00,5 AUG 16,2075,1.55,1.70,15.12%,93.82%,-0.06,0.00,-0.27,0.50,116,"3,594",,
,,--,0.00%,1.00,0.00,0.00,0.00,22,221,89.50,99.00,5 AUG 16,2080,1.70,1.85,14.79%,93.22%,-0.06,0.00,-0.28,0.54,37,"1,199",,
,,--,0.00%,1.00,0.00,0.00,0.00,22,56,87.90,90.00,5 AUG 16,2085,1.85,2.05,14.46%,92.53%,-0.07,0.00,-0.30,0.58,166,"1,344",,
,,--,0.00%,1.00,0.00,0.00,0.00,38,"1,282",83.20,85.20,5 AUG 16,2090,2.05,2.20,14.10%,91.82%,-0.08,0.00,-0.32,0.62,53,"1,652",,
,,--,0.00%,1.00,0.00,0.00,0.00,29,389,78.40,80.40,5 AUG 16,2095,2.25,2.45,13.78%,90.94%,-0.09,0.00,-0.34,0.67,247,"1,509",,
,,--,0.00%,1.00,0.00,0.00,0.00,53,"7,239",73.70,75.60,5 AUG 16,2100,2.50,2.70,13.45%,89.97%,-0.10,0.00,-0.36,0.73,"5,126","8,198",,
,,--,0.00%,1.00,0.00,0.00,0.00,27,268,69.00,70.90,5 AUG 16,2105,2.75,3.00,13.12%,88.89%,-0.11,0.00,-0.38,0.78,253,158,,
,,10.32%,7.50%,0.96,0.00,-0.07,0.33,3,"1,539",64.30,66.20,5 AUG 16,2110,3.00,3.30,12.73%,87.75%,-0.12,0.00,-0.40,0.84,233,998,,
,,10.72%,10.16%,0.93,0.00,-0.14,0.55,63,"1,483",59.80,61.60,5 AUG 16,2115,3.40,3.70,12.45%,86.27%,-0.13,0.00,-0.42,0.91,235,843,,
,,10.69%,12.23%,0.91,0.00,-0.18,0.69,37,"5,697",55.20,57.00,5 AUG 16,2120,3.80,4.20,12.16%,84.62%,-0.15,0.00,-0.45,0.99,"1,162","1,890",,
,,10.69%,14.67%,0.88,0.01,-0.23,0.83,53,"3,268",50.80,52.50,5 AUG 16,2125,4.30,4.70,11.85%,82.79%,-0.17,0.00,-0.47,1.06,"4,508","8,378",,
,,10.60%,17.18%,0.85,0.01,-0.27,0.97,44,"1,532",46.40,48.10,5 AUG 16,2130,4.90,5.30,11.57%,80.67%,-0.19,0.01,-0.50,1.15,"2,058","1,381",,
,,10.42%,19.81%,0.82,0.01,-0.31,1.09,8,"2,592",42.10,43.70,5 AUG 16,2135,5.50,6.00,11.25%,78.35%,-0.21,0.01,-0.53,1.23,380,"1,604",,
,,10.31%,22.90%,0.79,0.01,-0.35,1.21,75,"10,398",38.00,39.50,5 AUG 16,2140,6.30,6.80,10.98%,75.66%,-0.24,0.01,-0.56,1.31,60,"1,678",,
,,10.11%,26.13%,0.76,0.01,-0.38,1.32,18,"1,538",33.90,35.40,5 AUG 16,2145,7.20,7.70,10.69%,72.68%,-0.27,0.01,-0.58,1.40,78,177,,
,,9.90%,29.70%,0.72,0.01,-0.41,1.42,"1,051","11,519",30.00,31.40,5 AUG 16,2150,8.30,8.80,10.45%,69.29%,-0.30,0.01,-0.61,1.48,"2,903","6,662",,
,,9.71%,33.67%,0.68,0.01,-0.44,1.51,271,"1,409",26.30,27.60,5 AUG 16,2155,9.50,10.00,10.17%,65.61%,-0.34,0.01,-0.63,1.55,141,165,,
,,9.49%,37.94%,0.63,0.01,-0.46,1.59,318,"4,143",23.00,23.70,5 AUG 16,2160,10.80,11.40,9.87%,61.58%,-0.38,0.01,-0.64,1.62,"1,281",948,,
,,9.23%,42.53%,0.59,0.01,-0.47,1.65,70,"3,234",19.60,20.20,5 AUG 16,2165,12.40,13.00,9.61%,57.15%,-0.42,0.01,-0.65,1.66,251,195,,
,,8.97%,47.49%,0.54,0.01,-0.47,1.68,125,"3,468",16.40,17.00,5 AUG 16,2170,14.10,14.80,9.31%,52.39%,-0.47,0.01,-0.65,1.69,52,673,,
,,8.72%,52.77%,0.48,0.01,-0.46,1.69,115,"6,398",13.50,14.00,5 AUG 16,2175,16.20,17.00,9.10%,47.32%,-0.52,0.01,-0.65,1.69,50,"1,785",,
,,8.48%,58.29%,0.43,0.01,-0.45,1.67,637,"5,476",10.80,11.40,5 AUG 16,2180,18.50,19.40,8.85%,42.03%,-0.57,0.01,-0.63,1.67,15,76,,
,,8.27%,63.90%,0.37,0.01,-0.42,1.60,878,"6,450",8.60,9.00,5 AUG 16,2185,21.20,22.50,8.77%,36.84%,-0.62,0.01,-0.62,1.61,13,69,,
,,8.09%,69.41%,0.31,0.01,-0.39,1.51,669,"4,662",6.60,7.10,5 AUG 16,2190,24.10,25.60,8.59%,31.60%,-0.68,0.01,-0.59,1.53,4,57,,
,,7.99%,74.52%,0.26,0.01,-0.36,1.38,53,"1,898",5.10,5.50,5 AUG 16,2195,27.40,29.00,8.46%,26.64%,-0.73,0.01,-0.55,1.41,4,3,,
,,7.92%,79.16%,0.21,0.01,-0.32,1.24,647,"14,284",3.90,4.20,5 AUG 16,2200,31.10,32.80,8.44%,22.27%,-0.77,0.01,-0.52,1.29,2,352,,
,,7.87%,83.26%,0.17,0.01,-0.28,1.09,111,"10,747",2.90,3.20,5 AUG 16,2205,35.00,36.90,8.45%,18.43%,-0.81,0.01,-0.48,1.15,0,18,,
,,7.84%,86.76%,0.14,0.01,-0.24,0.93,145,"2,499",2.15,2.40,5 AUG 16,2210,39.20,41.20,8.54%,15.25%,-0.84,0.01,-0.45,1.03,0,2,,
,,7.89%,89.53%,0.11,0.01,-0.20,0.79,433,840,1.65,1.80,5 AUG 16,2215,40.10,48.10,8.05%,10.94%,-0.89,0.01,-0.38,0.82,0,2,,
,,7.95%,91.79%,0.08,0.00,-0.17,0.67,"1,875","8,941",1.25,1.35,5 AUG 16,2220,44.60,52.80,8.18%,8.81%,-0.91,0.00,-0.35,0.70,14,9,,
,,8.15%,93.30%,0.07,0.00,-0.15,0.57,395,"6,714",1.00,1.10,5 AUG 16,2225,49.40,57.40,8.33%,7.14%,-0.93,0.00,-0.32,0.60,0,408,,
,,8.29%,94.64%,0.06,0.00,-0.13,0.48,368,"1,610",0.75,0.90,5 AUG 16,2230,53.50,62.90,8.56%,5.93%,-0.94,0.00,-0.31,0.52,0,1,,
,,8.56%,95.49%,0.05,0.00,-0.12,0.42,"4,541","2,178",0.65,0.75,5 AUG 16,2235,58.10,67.70,8.47%,4.34%,-0.95,0.00,-0.27,0.41,0,0,,
,,8.84%,96.17%,0.04,0.00,-0.11,0.37,17,"1,599",0.55,0.65,5 AUG 16,2240,63.00,72.60,8.74%,3.67%,-0.96,0.00,-0.26,0.36,0,0,,
,,9.14%,96.69%,0.03,0.00,-0.10,0.33,21,147,0.45,0.60,5 AUG 16,2245,68.00,77.70,9.40%,3.70%,-0.96,0.00,-0.27,0.36,0,0,,
,,9.48%,97.07%,0.03,0.00,-0.09,0.30,6,762,0.40,0.55,5 AUG 16,2250,73.00,82.50,9.62%,3.11%,-0.97,0.00,-0.26,0.31,0,3,,
,,9.80%,97.42%,0.03,0.00,-0.08,0.27,150,16,0.35,0.50,5 AUG 16,2255,78.00,87.50,10.13%,2.98%,-0.97,0.00,-0.26,0.30,0,0,,
,,10.18%,97.65%,0.02,0.00,-0.08,0.25,68,"1,361",0.35,0.45,5 AUG 16,2260,83.00,92.40,10.45%,2.65%,-0.97,0.00,-0.25,0.28,0,1,,
,,10.44%,97.96%,0.02,0.00,-0.07,0.22,11,0,0.30,0.40,5 AUG 16,2265,88.00,97.40,10.95%,2.55%,-0.97,0.00,-0.26,0.27,0,0,,
,,10.90%,98.04%,0.02,0.00,-0.07,0.22,8,384,0.30,0.40,5 AUG 16,2270,93.00,102.50,11.63%,2.65%,-0.97,0.00,-0.26,0.28,0,0,,
,,11.11%,98.32%,0.02,0.00,-0.07,0.19,10,147,0.25,0.35,5 AUG 16,2275,97.70,107.40,11.25%,1.79%,-0.98,0.00,-0.23,0.20,0,1,,
,,11.41%,98.49%,0.02,0.00,-0.06,0.17,"4,536",114,0.20,0.35,5 AUG 16,2280,100.50,116.00,14.16%,3.99%,-0.96,0.00,-0.34,0.39,0,0,,
,,12.14%,98.69%,0.01,0.00,-0.06,0.15,5,64,0.20,0.30,5 AUG 16,2290,109.70,125.30,12.34%,1.43%,-0.98,0.00,-0.23,0.17,0,0,,
,,12.82%,98.87%,0.01,0.00,-0.05,0.14,47,"2,975",0.15,0.30,5 AUG 16,2300,119.60,135.30,12.90%,1.17%,-0.99,0.00,-0.22,0.14,0,4,,
,,14.18%,99.29%,0.01,0.00,-0.04,0.09,330,24,0.10,0.20,5 AUG 16,2325,144.50,160.20,14.12%,0.69%,-0.99,0.00,-0.20,0.09,0,0,,
,,15.42%,99.55%,0.00,0.00,-0.03,0.06,0,"5,687",0.05,0.15,5 AUG 16,2350,169.50,185.00,14.49%,0.27%,-1.00,0.00,-0.18,0.04,0,0,,
,,17.25%,99.60%,0.00,0.00,-0.03,0.06,320,347,0.05,0.15,5 AUG 16,2375,194.50,210.10,17.50%,0.45%,-0.99,0.00,-0.19,0.06,0,0,,
,,17.79%,99.80%,0.00,0.00,-0.02,0.03,582,"2,486",0,0.10,5 AUG 16,2400,215.50,239.10,19.48%,0.43%,-0.99,0.00,-0.19,0.06,0,0,,
,,19.90%,99.90%,0.00,0.00,-0.01,0.02,1,719,0,0.05,5 AUG 16,2450,265.50,289.00,22.37%,0.29%,-1.00,0.00,-0.19,0.04,0,0,,
,,22.91%,99.92%,0.00,0.00,-0.01,0.01,2,124,0,0.05,5 AUG 16,2500,315.50,339.00,26.19%,0.29%,-1.00,0.00,-0.19,0.04,0,0,,
,,25.83%,99.93%,0.00,0.00,-0.01,0.01,0,0,0,0.05,5 AUG 16,2550,365.60,389.00,30.94%,0.38%,-0.99,0.00,-0.21,0.06,0,0,,
,,28.69%,99.94%,0.00,0.00,-0.01,0.01,0,0,0,0.05,5 AUG 16,2600,415.60,439.00,34.61%,0.36%,-0.99,0.00,-0.21,0.06,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
10 AUG 16  (18)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,460.60,483.30,10 AUG 16,1700,0.05,0.15,37.49%,99.76%,0.00,0.00,-0.03,0.03,20,28,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,435.60,458.40,10 AUG 16,1725,0.10,0.40,38.83%,99.47%,0.00,0.00,-0.06,0.06,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,410.70,433.40,10 AUG 16,1750,0.10,0.20,34.74%,99.64%,0.00,0.00,-0.04,0.04,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,385.70,408.50,10 AUG 16,1775,0.10,0.25,33.17%,99.57%,0.00,0.00,-0.04,0.05,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,360.70,383.50,10 AUG 16,1800,0.15,0.25,31.53%,99.50%,0.00,0.00,-0.05,0.06,0,39,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,340.80,363.60,10 AUG 16,1820,0.20,0.30,30.59%,99.38%,-0.01,0.00,-0.06,0.07,0,4,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,335.80,358.60,10 AUG 16,1825,0.20,0.30,30.16%,99.37%,-0.01,0.00,-0.06,0.07,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,330.80,353.60,10 AUG 16,1830,0.20,0.30,29.74%,99.36%,-0.01,0.00,-0.06,0.08,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,320.80,343.60,10 AUG 16,1840,0.20,0.35,29.20%,99.30%,-0.01,0.00,-0.06,0.08,0,9,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,310.80,333.60,10 AUG 16,1850,0.25,0.35,28.64%,99.23%,-0.01,0.00,-0.06,0.09,0,3,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,300.90,323.80,10 AUG 16,1860,0.25,0.35,27.78%,99.21%,-0.01,0.00,-0.06,0.09,10,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,290.90,313.80,10 AUG 16,1870,0.30,0.40,27.42%,99.09%,-0.01,0.00,-0.07,0.11,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,285.90,308.80,10 AUG 16,1875,0.30,0.40,26.99%,99.08%,-0.01,0.00,-0.07,0.11,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,280.90,303.80,10 AUG 16,1880,0.30,0.40,26.55%,99.07%,-0.01,0.00,-0.07,0.11,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,270.90,293.80,10 AUG 16,1890,0.35,0.45,26.12%,98.94%,-0.01,0.00,-0.08,0.12,0,1,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,261.00,283.80,10 AUG 16,1900,0.35,0.60,25.81%,98.75%,-0.01,0.00,-0.09,0.14,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,251.00,273.80,10 AUG 16,1910,0.40,0.50,24.75%,98.77%,-0.01,0.00,-0.09,0.14,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,241.00,263.80,10 AUG 16,1920,0.40,0.65,24.36%,98.58%,-0.01,0.00,-0.10,0.16,0,13,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,236.00,258.80,10 AUG 16,1925,0.45,0.55,23.75%,98.61%,-0.01,0.00,-0.09,0.16,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,231.10,254.00,10 AUG 16,1930,0.45,0.60,23.46%,98.54%,-0.01,0.00,-0.10,0.16,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,226.10,249.00,10 AUG 16,1935,0.50,0.60,23.16%,98.46%,-0.01,0.00,-0.10,0.17,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,221.10,244.00,10 AUG 16,1940,0.50,0.65,22.85%,98.38%,-0.01,0.00,-0.10,0.18,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,216.10,239.00,10 AUG 16,1945,0.55,0.65,22.54%,98.30%,-0.01,0.00,-0.11,0.19,0,11,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,211.20,234.10,10 AUG 16,1950,0.55,0.70,22.21%,98.22%,-0.02,0.00,-0.11,0.20,0,6,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,206.20,229.10,10 AUG 16,1955,0.55,0.85,22.12%,98.03%,-0.02,0.00,-0.12,0.22,0,3,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,205.20,221.20,10 AUG 16,1960,0.60,0.75,21.54%,98.05%,-0.02,0.00,-0.12,0.21,0,406,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,200.20,215.10,10 AUG 16,1965,0.65,0.80,21.31%,97.91%,-0.02,0.00,-0.12,0.23,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,195.30,210.10,10 AUG 16,1970,0.65,0.80,20.85%,97.87%,-0.02,0.00,-0.12,0.23,0,8,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,190.30,205.10,10 AUG 16,1975,0.70,0.85,20.59%,97.72%,-0.02,0.00,-0.13,0.25,0,13,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,185.40,200.30,10 AUG 16,1980,0.70,0.90,20.22%,97.63%,-0.02,0.00,-0.13,0.25,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,180.40,195.30,10 AUG 16,1985,0.80,0.95,20.04%,97.42%,-0.02,0.00,-0.14,0.27,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,175.40,190.30,10 AUG 16,1990,0.80,1.00,19.65%,97.31%,-0.02,0.00,-0.14,0.28,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,170.50,185.40,10 AUG 16,1995,0.85,1.05,19.35%,97.15%,-0.03,0.00,-0.15,0.30,0,10,,
